Weight,Length1,Length2,Length3,Height,Width,Species_Bream,Species_Parkki,Species_Perch,Species_Smelt,Species_Pike,Species_Roach,Species_Whitefish
0.206060606,0.427184466,0.429090909,0.481418919,0.707225195,0.567377086,1,0,0,0,0,0,0
0.287878788,0.405825243,0.410909091,0.462837838,0.727534449,0.571803112,1,0,0,0,0,0,0
0.327272727,0.633009709,0.629090909,0.625,0.351601407,0.575383401,0,0,0,0,1,0,0
0.36969697,0.454368932,0.456363636,0.503378378,0.807064997,0.575975417,1,0,0,0,0,0,0
0.260606061,0.368932039,0.374545455,0.425675676,0.621965801,0.576003608,1,0,0,0,0,0,0
0.181818182,0.34368932,0.343636364,0.336148649,0.38277051,0.576468764,0,0,1,0,0,0,0
0.363636364,0.425242718,0.429090909,0.47972973,0.767677002,0.581190798,1,0,0,0,0,0,0
0.424242424,0.444660194,0.447272727,0.501689189,0.766725097,0.58495433,1,0,0,0,0,0,0
0.303030303,0.374757282,0.387272727,0.434121622,0.722699465,0.596371786,1,0,0,0,0,0,0
0.375757576,0.466019417,0.474545455,0.521959459,0.800662851,0.596597316,1,0,0,0,0,0,0
0.424242424,0.444660194,0.447272727,0.498310811,0.762220958,0.597344384,1,0,0,0,0,0,0
0.236363636,0.427184466,0.423636364,0.442567568,0.4502165,0.607154939,0,0,0,0,0,1,0
0.415151515,0.46407767,0.465454545,0.513513514,0.82799531,0.609325665,1,0,0,0,0,0,0
0.466666667,0.724271845,0.72,0.716216216,0.345448847,0.61011502,0,0,0,0,1,0,0
0.348484848,0.462135922,0.465454545,0.518581081,0.777782292,0.637390054,1,0,0,0,0,0,0
0.363636364,0.425242718,0.429090909,0.47972973,0.795746607,0.638870095,1,0,0,0,0,0,0
0.424242424,0.473786408,0.483636364,0.535472973,0.842326132,0.640138701,1,0,0,0,0,0,0
0.393939394,0.45631068,0.456363636,0.505067568,0.739781526,0.659675237,1,0,0,0,0,0,0
0.432727273,0.489320388,0.501818182,0.552364865,0.858375028,0.677139716,1,0,0,0,0,0,0
0.393939394,0.563106796,0.556363636,0.550675676,0.546080355,0.698494587,0,0,1,0,0,0,0
0.311515152,0.446601942,0.443636364,0.425675676,0.481849947,0.700608931,0,0,1,0,0,0,0
0.439393939,0.47184466,0.483636364,0.54222973,0.849262273,0.705570591,1,0,0,0,0,0,0
0.436363636,0.475728155,0.483636364,0.537162162,0.849366751,0.710757781,1,0,0,0,0,0,0
0.412121212,0.47184466,0.483636364,0.537162162,0.797522724,0.716480604,1,0,0,0,0,0,0
0.939393939,0.941747573,0.938181818,0.932432432,0.456891448,0.718369418,0,0,0,0,1,0,0
0.96969697,0.941747573,0.938181818,0.932432432,0.456891448,0.718369418,0,0,0,0,1,0,0
0.575757576,0.79223301,0.787272727,0.782094595,0.41778206,0.722203428,0,0,0,0,1,0,0
0.515151515,0.491262136,0.501818182,0.554054054,0.880001857,0.726037438,1,0,0,0,0,0,0
0.424242424,0.524271845,0.52,0.516891892,0.528574579,0.735368742,0,0,1,0,0,0,0
0.578787879,0.533980583,0.547272727,0.594594595,0.949328442,0.739230943,1,0,0,0,0,0,0
0.557575758,0.533980583,0.547272727,0.596283784,0.946594616,0.741246617,1,0,0,0,0,0,0
0.418181818,0.526213592,0.52,0.515202703,0.513291852,0.749746279,0,0,1,0,0,0,0
0.575757576,0.59223301,0.592727273,0.636824324,0.922599631,0.750296008,1,0,0,0,0,0,0
0.336969697,0.475728155,0.474545455,0.467905405,0.494996692,0.752692264,0,0,1,0,0,0,0
0.606060606,0.578640777,0.574545455,0.586148649,0.616741929,0.772073748,0,0,0,0,0,0,1
0.327272727,0.40776699,0.410909091,0.425675676,0.523292665,0.777289129,0,0,0,0,0,0,1
0.484848485,0.508737864,0.509090909,0.52027027,0.582334026,0.778924222,0,0,0,0,0,0,1
0.606060606,0.504854369,0.52,0.570945946,1,0.783068336,1,0,0,0,0,0,0
0.496969697,0.574757282,0.574545455,0.569256757,0.545987486,0.786874154,0,0,1,0,0,0,0
0.424242424,0.514563107,0.501818182,0.498310811,0.515462661,0.802492106,0,0,1,0,0,0,0
0.590909091,0.580582524,0.592727273,0.626689189,0.981333364,0.803408322,1,0,0,0,0,0,0
0.560606061,0.557281553,0.565454545,0.616554054,0.988228875,0.803746617,1,0,0,0,0,0,0
0.415151515,0.514563107,0.510909091,0.510135135,0.531244558,0.819857916,0,0,1,0,0,0,0
0.666666667,0.611650485,0.610909091,0.60472973,0.642640725,0.820478124,0,0,1,0,0,0,0
0.757575758,0.86407767,0.865454545,0.859797297,0.519943582,0.836899526,0,0,0,0,1,0,0
0.515151515,0.570873786,0.574545455,0.565878378,0.592050428,0.85402571,0,0,1,0,0,0,0
0.545454545,0.572815534,0.574545455,0.569256757,0.580523084,0.870743121,0,0,1,0,0,0,0
0.606060606,0.627184466,0.629090909,0.614864865,0.592294208,0.878101037,0,0,1,0,0,0,0
0.496969697,0.565048544,0.556363636,0.548986486,0.621228655,0.888559991,0,0,1,0,0,0,0
0.666666667,0.633009709,0.629090909,0.619932432,0.625941748,0.897736243,0,0,1,0,0,0,0
0.615151515,0.572815534,0.574545455,0.567567568,0.618297482,0.904206134,0,0,1,0,0,0,0
1,1,1,1,0.52723959,0.906686964,0,0,0,0,1,0,0
0.545454545,0.563106796,0.556363636,0.550675676,0.546080355,0.908575778,0,0,1,0,0,0,0
0.606060606,0.652427184,0.647272727,0.638513514,0.624566128,0.923009698,0,0,1,0,0,0,0
0.509090909,0.485436893,0.483636364,0.481418919,0.56649989,0.951186852,0,0,1,0,0,0,0
0.606060606,0.634951456,0.638181818,0.628378378,0.631252684,1,0,0,1,0,0,0,0
